code,pubDate,statDate,NRTurnRatio,NRTurnDays,INVTurnRatio,INVTurnDays,CATurnRatio,AssetTurnRatio
sz.000898,2023-10-31,2023-09-30,27.621825,9.774879,6.242200,43.253981,2.961943,0.870861
sz.000932,2018-04-28,2018-03-31,6.855697,13.127768,2.202982,40.853717,0.652381,0.264765
sz.000932,2018-08-25,2018-06-30,16.221261,11.096548,5.071485,35.492561,1.453508,0.583406
sz.000932,2018-10-31,2018-09-30,25.608582,10.543341,7.922564,34.079876,2.358570,0.927761
sz.000932,2019-03-28,2018-12-31,9.781216,36.805240,9.908503,36.332430,3.019358,1.216910
sz.000932,2019-04-29,2019-03-31,2.302995,39.079547,3.032288,29.680554,0.782359,0.317693
sz.000932,2019-08-17,2019-06-30,4.395278,40.953039,6.020498,29.897860,1.584967,0.646769
sz.000932,2019-10-31,2019-09-30,7.256754,37.206718,8.885180,30.387680,2.543467,1.036739
sz.000932,2020-03-19,2019-12-31,15.071725,23.885786,11.629050,30.956958,3.385016,1.357097
sz.000932,2020-04-29,2020-03-31,4.953128,18.170337,2.109308,42.668029,0.685582,0.279530
sz.000932,2020-08-27,2020-06-30,11.691923,15.395244,4.797614,37.518651,1.533824,0.618429
sz.000932,2020-10-31,2020-09-30,19.589644,13.782793,7.579690,35.621511,2.397240,0.974910
sz.000932,2021-03-31,2020-12-31,29.538027,12.187679,10.435387,34.498003,3.256464,1.341954
sz.000932,2021-04-29,2021-03-31,8.432641,10.672812,3.042570,29.580256,0.894053,0.404967
sz.000932,2021-08-28,2021-06-30,17.026327,10.571863,6.148798,29.274012,1.864782,0.866728
sz.000932,2021-10-26,2021-09-30,25.905046,10.422680,10.043746,26.882400,2.966952,1.371013
sz.000932,2022-04-30,2021-12-31,37.427390,9.618624,13.579279,26.510980,3.861636,1.739228
sz.000932,2022-04-30,2022-03-31,7.286480,12.351644,3.155317,28.523279,0.803577,0.379769
sz.000932,2022-08-25,2022-06-30,14.077607,12.786264,5.874285,30.642026,1.613676,0.769993
sz.000932,2022-10-29,2022-09-30,20.888039,12.926058,10.200377,26.469610,2.416598,1.138089
sz.000932,2023-03-24,2022-12-31,31.735088,11.343911,12.759671,28.213895,3.112077,1.490715
sz.000932,2023-04-29,2023-03-31,7.086617,12.699995,2.869692,31.362163,0.636059,0.320805
sz.000932,2023-08-24,2023-06-30,14.747163,12.205738,5.871824,30.654995,1.274894,0.636604
sz.000932,2023-10-31,2023-09-30,21.498750,12.558870,8.274772,32.629187,1.935728,0.961129
sz.000959,2018-04-13,2018-03-31,11.692253,7.697404,2.350444,38.290643,0.687654,0.108174
sz.000959,2018-08-17,2018-06-30,23.551153,7.642938,5.119143,35.162133,1.399746,0.232181
sz.000959,2018-10-18,2018-09-30,40.529533,6.661809,7.762261,34.783681,2.178703,0.358012
sz.000959,2019-04-26,2018-12-31,7.732722,46.555406,11.223746,32.074852,3.092790,0.488565
sz.000959,2019-04-26,2019-03-31,2.049156,43.920521,2.559690,35.160501,0.756578,0.114625
sz.000959,2019-07-25,2019-06-30,3.390127,53.095349,5.139796,35.020846,1.444843,0.238507
sz.000959,2019-10-29,2019-09-30,6.107577,44.207385,7.524422,35.883156,2.186128,0.363459
sz.000959,2020-04-24,2019-12-31,9.317423,38.637295,10.542467,34.147604,3.072112,0.500232
sz.000959,2020-04-24,2020-03-31,2.807900,32.052427,2.312301,38.922271,0.716487,0.121017
sz.000959,2020-08-29,2020-06-30,5.233154,34.396082,3.761758,47.849963,1.243923,0.234953
sz.000959,2020-10-22,2020-09-30,7.954994,33.940943,5.981549,45.138812,1.876882,0.375825
sz.000959,2021-04-29,2020-12-31,11.723371,30.707892,8.499991,42.352986,3.009187,0.559612
sz.000959,2021-04-29,2021-03-31,3.994771,22.529451,2.372046,37.941923,0.915431,0.201058
sz.000959,2021-08-20,2021-06-30,7.899890,22.785129,4.927056,36.532974,1.792308,0.426747
sz.000959,2021-10-30,2021-09-30,11.639680,23.196514,7.787150,34.672506,2.630040,0.661017
sz.000959,2022-04-29,2021-12-31,16.699385,21.557681,10.540122,34.155201,4.010259,0.919371
sz.000959,2022-04-29,2022-03-31,3.655387,24.621196,2.417169,37.233635,0.837639,0.215793
sz.000959,2022-08-24,2022-06-30,7.456485,24.140061,4.671327,38.532950,1.681930,0.433414
sz.000959,2022-10-28,2022-09-30,10.078807,26.788885,7.241411,37.285552,2.411531,0.624497
sz.000959,2023-04-21,2022-12-31,14.191185,25.367860,9.309600,38.669760,3.303727,0.813693
sz.000959,2023-04-21,2023-03-31,3.365085,26.745239,2.267277,39.694791,0.819854,0.201075
sz.000959,2023-08-12,2023-06-30,7.706381,23.357266,4.493653,40.056079,1.635063,0.402908
sz.000959,2023-10-27,2023-09-30,11.496676,23.485049,6.412273,42.106576,2.402695,0.597674
sz.002075,2018-04-24,2018-03-31,65.700596,1.369851,1.535314,58.619930,0.622768,0.348168
sz.002075,2018-08-08,2018-06-30,129.833283,1.386393,3.547427,50.740998,1.277903,0.725501
sz.002075,2018-10-18,2018-09-30,228.555415,1.181333,5.218070,51.743272,1.932180,1.099423
sz.002075,2019-03-05,2018-12-31,16.037699,22.447110,6.831618,52.696152,2.358844,1.389470
sz.002075,2019-04-24,2019-03-31,3.460510,26.007728,1.669450,53.909970,0.427131,0.258057
sz.002075,2019-08-16,2019-06-30,7.121247,25.276470,3.069742,58.636853,0.903706,0.543540
sz.002075,2019-10-24,2019-09-30,11.486941,23.504952,5.552047,48.630715,1.431595,0.870346
sz.002075,2020-03-31,2019-12-31,33.698969,10.682820,7.261843,49.574194,1.940900,1.169947
sz.002075,2020-04-25,2020-03-31,78.598701,1.145057,1.439357,62.527926,0.399910,0.234798
sz.002075,2020-08-22,2020-06-30,120.876945,1.489118,3.441204,52.307277,0.946102,0.549197
sz.002075,2020-10-26,2020-09-30,203.897634,1.324194,5.849692,46.156274,1.498671,0.874598
sz.002075,2021-03-25,2020-12-31,311.446502,1.155897,7.532604,47.792239,1.945145,1.168091
sz.002075,2021-04-27,2021-03-31,128.501563,0.700381,1.835304,49.038186,0.492665,0.303682
sz.002075,2021-08-10,2021-06-30,288.672534,0.623544,3.833176,46.958452,1.110653,0.682616
sz.002075,2021-10-23,2021-09-30,660.832532,0.408576,5.873766,45.967100,1.611313,0.990616
sz.002075,2022-04-09,2021-12-31,784.701545,0.458773,7.919013,45.460211,2.254890,1.293547
sz.002075,2022-04-27,2022-03-31,70.847101,1.270341,1.950711,46.137012,0.547277,0.297393
sz.002075,2022-08-20,2022-06-30,1374.515458,0.130955,3.906868,46.072710,1.139583,0.613897
sz.002075,2022-10-26,2022-09-30,488.551977,0.552654,6.023922,44.821297,1.604457,0.872482
sz.002075,2023-04-24,2022-12-31,729.517047,0.493477,7.880581,45.681801,2.074060,1.126895
sz.002075,2023-04-24,2023-03-31,105.467157,0.853346,1.830744,49.161523,0.430049,0.231620
sz.002075,2023-08-24,2023-06-30,224.833401,0.800593,3.741513,48.109047,0.823114,0.443394
sz.002075,2023-10-28,2023-09-30,318.449111,0.847859,5.418353,49.830208,1.123972,0.623360
sz.002110,2018-04-28,2018-03-31,647.255501,0.139049,2.882853,31.219072,0.674718,0.366901
sz.002110,2018-08-30,2018-06-30,310.949173,0.578873,6.848048,26.284861,1.708258,0.893712
sz.002110,2018-10-26,2018-09-30,1978.025042,0.136500,9.577995,28.189616,2.318877,1.269964
sz.002110,2019-03-30,2018-12-31,11.413721,31.540986,12.981744,27.731251,2.944462,1.648803
sz.002110,2019-04-27,2019-03-31,2.387431,37.697422,2.575555,34.943922,0.524794,0.295999
sz.002110,2019-08-28,2019-06-30,5.000853,35.993860,5.411212,33.264268,1.256836,0.689610
sz.002110,2019-10-23,2019-09-30,8.394421,32.164220,9.424744,28.647992,2.049764,1.137149
sz.002110,2020-04-16,2019-12-31,24.283958,14.824601,12.963353,27.770593,2.778277,1.569711
sz.002110,2020-04-25,2020-03-31,40.110534,2.243800,2.830489,31.796631,0.641145,0.350812
sz.002110,2020-08-28,2020-06-30,146.164263,1.231491,5.960256,30.200044,1.287573,0.655054
sz.002110,2020-10-24,2020-09-30,166.859783,1.618125,8.095450,33.352067,2.019920,1.000290
sz.002110,2021-04-23,2020-12-31,657.854849,0.547233,11.786064,30.544549,2.698725,1.331253
sz.002110,2021-04-29,2021-03-31,1428.779858,0.062991,3.187025,28.239500,0.730012,0.331815
sz.002110,2021-08-18,2021-06-30,2280.887047,0.078917,5.767030,31.211908,1.432301,0.679702
sz.002110,2021-10-28,2021-09-30,2305.248469,0.117124,9.698032,27.840699,2.207809,1.049065
sz.002110,2022-04-27,2021-12-31,14651.781241,0.024570,15.815824,22.762014,3.121732,1.405834
sz.002110,2022-04-28,2022-03-31,1075.695395,0.083667,3.373255,26.680458,0.636481,0.279909
sz.002110,2022-08-19,2022-06-30,2360.662821,0.076250,6.302459,28.560282,1.246714,0.558561
sz.002110,2022-10-28,2022-09-30,2693.038765,0.100258,11.471007,23.537603,1.856459,0.825401
sz.002110,2023-04-28,2022-12-31,2275.917683,0.158178,15.959205,22.557522,2.609242,1.119346
sz.002110,2023-04-28,2023-03-31,326.225074,0.275883,3.611342,24.921773,0.595063,0.251214
sz.002110,2023-08-25,2023-06-30,689.547783,0.261041,7.590091,23.715103,1.140365,0.479328
sz.002110,2023-10-27,2023-09-30,453.745450,0.595047,11.219567,24.065029,1.742330,0.713556
sz.002318,2018-04-24,2018-03-31,1.534835,58.638236,0.619154,145.359653,0.290873,0.179594
sz.002318,2018-08-14,2018-06-30,3.369680,53.417542,1.390315,129.467091,0.637434,0.393765
sz.002318,2018-10-23,2018-09-30,5.208223,51.841096,2.146361,125.794292,0.981204,0.605079
sz.002318,2019-03-19,2018-12-31,4.648505,77.444261,2.824781,127.443505,1.289400,0.801938
sz.002318,2019-04-29,2019-03-31,1.174537,76.625913,0.714907,125.890524,0.312158,0.195925
sz.002318,2019-08-27,2019-06-30,2.310693,77.898696,1.355152,132.826393,0.647294,0.396354
sz.002318,2019-10-30,2019-09-30,3.350717,80.579765,2.080092,129.801976,0.988671,0.609244
sz.002318,2020-03-31,2019-12-31,4.720400,76.264719,2.899454,124.161317,1.347169,0.795092
sz.002318,2020-04-24,2020-03-31,0.922390,97.572578,0.504684,178.329281,0.246247,0.134466
sz.002318,2020-08-25,2020-06-30,2.601058,69.202605,1.289991,139.535907,0.633272,0.351311
sz.002318,2020-10-27,2020-09-30,4.077535,66.216473,2.043409,132.132137,1.017271,0.568227
sz.002318,2021-04-27,2020-12-31,6.623530,54.351679,2.779824,129.504610,1.382660,0.774370
sz.002318,2021-04-27,2021-03-31,1.917530,46.935381,0.691028,130.240678,0.344638,0.191251
sz.002318,2021-08-03,2021-06-30,4.200448,42.852573,1.611165,111.720410,0.793220,0.436412
sz.002318,2021-10-30,2021-09-30,5.906248,45.714304,2.355267,114.636691,1.169622,0.639402
sz.002318,2022-04-26,2021-12-31,7.183834,50.112518,3.119069,115.419044,1.490382,0.815626
sz.002318,2022-04-26,2022-03-31,1.176006,76.530221,0.640601,140.493173,0.310965,0.165611
sz.002318,2022-08-09,2022-06-30,2.613120,68.883176,1.432541,125.650833,0.695024,0.370125
sz.002318,2022-10-24,2022-09-30,4.190800,64.426842,2.155819,125.242413,1.040548,0.561237
sz.002318,2023-03-21,2022-12-31,5.687178,63.300284,2.799641,128.587935,1.360474,0.738704
sz.002318,2023-04-25,2023-03-31,1.337356,67.296961,0.615253,146.270112,0.304308,0.167955
sz.002318,2023-08-29,2023-06-30,2.665744,67.523355,1.323634,135.992747,0.643770,0.367580
sz.002318,2023-10-31,2023-09-30,4.178750,64.612623,2.074226,130.170668,0.985072,0.577066
sz.002443,2018-04-21,2018-03-31,1.755269,51.274183,0.829133,108.547063,0.371178,0.226461
sz.002443,2018-08-22,2018-06-30,4.142393,43.453143,2.053806,87.642153,0.942275,0.593215
sz.002443,2018-10-25,2018-09-30,6.046352,44.655026,3.326607,81.163774,1.455821,0.950814
sz.002443,2019-04-25,2018-12-31,7.771351,46.323990,5.197058,69.269964,2.139390,1.371177
sz.002443,2019-04-25,2019-03-31,1.574799,57.150160,1.022294,88.037319,0.426090,0.285941
sz.002443,2019-08-20,2019-06-30,3.344419,53.821004,2.299773,78.268595,0.948549,0.649430
sz.002443,2019-10-24,2019-09-30,5.231411,51.611311,3.498035,77.186193,1.448813,1.002882
sz.002443,2020-04-25,2019-12-31,7.746609,46.471946,4.826582,74.586949,1.937116,1.352340
sz.002443,2020-04-25,2020-03-31,1.260664,71.390973,0.652420,137.948053,0.271360,0.194652
sz.002443,2020-08-20,2020-06-30,3.362128,53.537514,1.919796,93.759965,0.770735,0.554384
sz.002443,2020-10-23,2020-09-30,5.130251,52.629007,2.967676,90.980277,1.280727,0.918438
sz.002443,2021-04-23,2020-12-31,7.287870,49.397148,5.047123,71.327758,1.835390,1.318330
sz.002443,2021-04-23,2021-03-31,1.720365,52.314493,1.094782,82.208146,0.417035,0.300086
sz.002443,2021-08-21,2021-06-30,3.887677,46.300148,2.597082,69.308560,0.998838,0.735393
sz.002443,2021-10-23,2021-09-30,6.082414,44.390269,3.913258,68.996219,1.552334,1.154036
sz.002443,2022-04-23,2021-12-31,8.784257,40.982407,6.244698,57.648902,2.278815,1.661203
sz.002443,2022-04-23,2022-03-31,1.551505,58.008208,1.015623,88.615574,0.411825,0.305541
sz.002443,2022-08-20,2022-06-30,3.196648,56.308991,2.151727,83.653747,0.871540,0.656712
sz.002443,2022-10-22,2022-09-30,5.122552,52.708107,3.266188,82.665166,1.347377,1.008053
sz.002443,2023-04-22,2022-12-31,6.660064,54.053534,4.495511,80.080080,1.765718,1.327565
sz.002443,2023-04-22,2023-03-31,1.266298,71.073322,0.849205,105.982101,0.344197,0.263234
sz.002443,2023-08-18,2023-06-30,2.845596,63.255636,2.004946,89.780039,0.819229,0.623883
sz.002443,2023-10-24,2023-09-30,4.291768,62.911132,3.080784,87.639574,1.218077,0.932428
sz.002478,2018-04-25,2018-03-31,1.964385,45.815873,1.231315,73.092577,0.362843,0.193282
sz.002478,2018-08-24,2018-06-30,4.051710,44.425692,2.694920,66.792344,0.757738,0.415629
sz.002478,2018-10-26,2018-09-30,5.616526,48.072422,4.076081,66.240092,1.156853,0.648956
sz.002478,2019-04-26,2018-12-31,5.751635,62.590901,5.248230,68.594555,1.623450,0.888472
sz.002478,2019-04-26,2019-03-31,1.178759,76.351456,1.170863,76.866356,0.368275,0.203305
sz.002478,2019-08-29,2019-06-30,2.362011,76.206251,2.383036,75.533885,0.750371,0.415394
sz.002478,2019-10-23,2019-09-30,3.613390,74.722078,3.315098,81.445549,1.118594,0.617973
sz.002478,2020-04-29,2019-12-31,5.302021,67.898639,4.229761,85.111182,1.477825,0.796752
sz.002478,2020-04-29,2020-03-31,0.994070,90.536868,0.709317,126.882641,0.255904,0.133094
sz.002478,2020-08-27,2020-06-30,2.193883,82.046305,1.545627,116.457597,0.540299,0.280507
sz.002478,2020-10-28,2020-09-30,3.389167,79.665605,2.558123,105.546128,0.840752,0.430317
sz.002478,2021-03-09,2020-12-31,5.050154,71.284952,3.526652,102.079827,1.126234,0.574119
sz.002478,2021-04-28,2021-03-31,1.294015,69.550960,0.859627,104.696542,0.256547,0.127277
sz.002478,2021-08-20,2021-06-30,2.750147,65.451056,1.731935,103.929994,0.511439,0.288967
sz.002478,2021-10-28,2021-09-30,4.131266,65.355263,2.638493,102.331148,0.781781,0.436874
sz.002478,2022-03-18,2021-12-31,4.811328,74.823421,3.399869,105.886429,1.080186,0.609942
sz.002478,2022-04-22,2022-03-31,1.047235,85.940565,0.652265,137.980680,0.240241,0.153796
sz.002478,2022-08-18,2022-06-30,2.162833,83.224174,1.622584,110.934172,0.582153,0.380404
sz.002478,2022-10-21,2022-09-30,3.602317,74.951768,2.677687,100.833289,0.918113,0.608981
sz.002478,2023-03-22,2022-12-31,5.595549,64.336852,3.710956,97.010048,1.331827,0.870031
sz.002478,2023-04-25,2023-03-31,1.528568,58.878636,1.042820,86.306099,0.355061,0.241084
sz.002478,2023-08-25,2023-06-30,3.212306,56.034514,1.920921,93.706075,0.665983,0.455168
sz.002478,2023-10-26,2023-09-30,4.170732,64.736836,2.875562,93.893448,0.994014,0.674748
sz.002756,2018-04-25,2018-03-31,12.660378,7.108792,2.446051,36.793999,0.465598,0.281120
sz.002756,2018-08-21,2018-06-30,27.402659,6.568706,5.630371,31.969473,1.008887,0.595681
sz.002756,2018-10-24,2018-09-30,37.543792,7.191602,8.488217,31.808799,1.553568,0.900612
sz.002756,2019-04-16,2018-12-31,4.415918,81.523251,10.998493,32.731758,2.041128,1.154423
sz.002756,2019-04-16,2019-03-31,1.110275,81.060994,2.334821,38.546847,0.509323,0.271472
sz.002756,2019-08-27,2019-06-30,2.295505,78.414111,6.069341,29.657255,1.103751,0.579852
sz.002756,2019-10-30,2019-09-30,3.604982,74.896352,8.180692,33.004542,1.575412,0.831788
sz.002756,2020-03-20,2019-12-31,7.613998,47.281339,10.247015,35.132182,2.183189,1.104964
sz.002756,2020-04-25,2020-03-31,5.390662,16.695539,1.700275,52.932627,0.411646,0.200009
sz.002756,2020-08-25,2020-06-30,12.932567,13.918350,4.060714,44.327175,0.940134,0.472281
sz.002756,2020-10-31,2020-09-30,20.831034,12.961430,6.874143,39.277624,1.434414,0.743267
sz.002756,2021-04-27,2020-12-31,34.898418,10.315654,8.675208,41.497563,1.934291,1.004309
sz.002756,2021-04-27,2021-03-31,8.740363,10.297056,1.902706,47.301052,0.437495,0.247527
sz.002756,2021-08-03,2021-06-30,19.986079,9.006269,4.207022,42.785612,1.001523,0.556537
sz.002756,2021-10-28,2021-09-30,30.840932,8.754599,7.072425,38.176438,1.554346,0.870317
sz.002756,2022-04-26,2021-12-31,42.107480,8.549550,9.292376,38.741436,2.224486,1.227409
sz.002756,2022-04-26,2022-03-31,11.318036,7.951910,1.910583,47.106036,0.671029,0.381527
sz.002756,2022-08-09,2022-06-30,29.113377,6.182725,4.936955,36.459719,1.407274,0.849663
sz.002756,2022-10-28,2022-09-30,43.116210,6.262146,7.817729,34.536884,1.672809,1.127826
sz.002756,2023-03-21,2022-12-31,80.724008,4.459640,8.658179,41.579183,2.042965,1.429721
sz.002756,2023-04-25,2023-03-31,19.895623,4.523608,2.279560,39.480611,0.274202,0.210857
sz.002756,2023-08-29,2023-06-30,44.044138,4.086809,4.640358,38.789760,0.588164,0.444497
sz.002756,2023-10-31,2023-09-30,59.005516,4.575843,5.801240,46.542095,0.824157,0.629020
sz.300881,2019-12-06,2019-06-30,1.131836,159.033677,2.004588,89.794023,0.612910,0.530931
sz.300881,2020-10-24,2019-09-30,,,,,0.956047,
sz.300881,2020-06-30,2019-12-31,2.501380,143.920534,4.519856,79.648552,1.213716,1.044994
sz.300881,2021-04-27,2020-03-31,,,,,0.227940,0.193639
sz.300881,2020-08-14,2020-06-30,1.091023,164.982742,2.217527,81.171498,0.520812,0.444959
sz.300881,2020-10-24,2020-09-30,1.757675,153.611993,3.345975,80.693959,0.668495,0.586965
sz.300881,2021-04-27,2020-12-31,2.657133,135.484367,4.836320,74.436763,0.966820,0.843627
sz.300881,2021-04-27,2021-03-31,0.653264,137.769676,0.927379,97.047745,0.195651,0.172275
sz.300881,2021-08-28,2021-06-30,1.642841,109.566321,2.077282,86.651691,0.463265,0.406054
sz.300881,2021-10-29,2021-09-30,2.330499,115.854997,3.628737,74.406049,0.759409,0.661506
sz.300881,2022-04-15,2021-12-31,2.470153,145.739969,5.391708,66.769197,0.978633,0.845531
sz.300881,2022-04-26,2022-03-31,0.455916,197.404689,1.002988,89.731889,0.204554,0.172974
sz.300881,2022-08-02,2022-06-30,1.017306,176.937992,2.071521,86.892691,0.448311,0.376607
sz.300881,2022-10-17,2022-09-30,1.647962,163.838696,3.116495,86.635776,0.694680,0.579743
sz.300881,2023-04-18,2022-12-31,2.550658,141.140046,4.286032,83.994400,0.947165,0.778791
sz.300881,2023-04-18,2023-03-31,0.821722,109.526148,0.866515,103.866128,0.238925,0.189687
sz.300881,2023-08-11,2023-06-30,1.766388,101.902850,1.810685,99.409068,0.532738,0.426459
sz.300881,2023-10-25,2023-09-30,2.269361,118.976227,3.341208,80.809290,0.879494,0.681285
